"","income","members","rooms","dwelling","prov","roof","wall","dwelling.own","water","toilet","toilet.share","electricity","landline","cellphone.use","refuse.removal","street.light","radio","hifi","tv","satelite","video","computer","camera","cellphone.own","tv.les","gas.stove","microwave","fridge","washer","district.council","head.absent","head","head.educ","head.age"
"6076",6.27914661955976,3,4,"na","Gauteng","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","no","na","na","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Vhembe","no","female",3,53
"6077",5.56049353114437,5,6,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","yes","na","not.working","yes","yes","na","yes","na","yes","yes","yes","na","yes","yes","na","yes","Vhembe","no","female",9,40
"6079",6.64143641338481,5,5,"na","Gauteng","cardboard","na","yes","na","na","yes","na","not.working","na","na","no","na","yes","na","yes","yes","yes","na","na","yes","yes","na","na","na","Vhembe","no","male",0,54
"6080",6.68461172766793,4,4,"na","Gauteng","mudbricks","na","yes","na","na","yes","na","na","na","na","no","na","yes","na","yes","na","yes","yes","na","na","yes","na","na","na","Vhembe","no","male",5,60
"6081",7.68287441979415,3,4,"backyard.shack","Gauteng","iron","na","yes","na","na","yes","na","na","na","na","no","na","yes","na","yes","na","yes","yes","na","na","yes","na","na","na","Vhembe","no","male",6,57
"6082",6.83995223369037,3,2,"flatlet","Gauteng","cardboard","cardboard","no","na","flush.onsite","na","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","na","yes","na","yes","Vhembe","no","male",10,30
"6083",8.13153071060425,1,1,"flatlet","Gauteng","cardboard","cardboard","no","priv.borehole","pit.ventilation","na","na","not.working","na","yes","not.working","na","na","yes","no","no","yes","yes","na","na","yes","no","no","yes","Vhembe","no","male",11,26
"6084",6.33436033108962,4,4,"na","Gauteng","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Vhembe","no","male",7,49
"6085",4.83422215151602,4,2,"shack","Gauteng","cardboard","cardboard","no","priv.borehole","na","na","na","not.working","na","na","working","na","na","na","na","na","yes","yes","na","na","yes","yes","yes","yes","Sisonke","no","male",0,34
"6086",6.63331843328038,2,-3,"na","Gauteng","iron","na","yes","na","na","na","na","na","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Sisonke","no","female",10,69
"6087",5.87710095146597,4,-3,"backyard.shack","Gauteng","na","iron","yes","na","na","na","na","na","yes","na","working","yes","na","na","yes","yes","yes","yes","yes","na","na","na","na","yes","Sisonke","no","female",7,67
"6088",7.4500795698075,1,-3,"na","Gauteng","iron","na","yes","na","na","no","no","no","no","no","working","na","na","na","yes","yes","yes","yes","na","na","yes","na","yes","yes","Sisonke","no","female",11,42
"6089",7.17011954344963,2,4,"na","Gauteng","rock","na","yes","priv.borehole","na","yes","na","not.working","yes","na","working","yes","na","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Sisonke","no","female",12,34
"6090",6.80239476332431,2,2,"semidetached","Gauteng","cardboard","cardboard","no","priv.borehole","na","na","no","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Sisonke","no","male",7,45
"6091",6.97702152889641,3,6,"na","Gauteng","rock","na","yes","na","na","yes","na","not.working","na","na","no","na","yes","na","yes","na","yes","yes","na","yes","yes","na","no","yes","Vhembe","no","male",7,61
"6092",5.28486107016111,4,2,"shack","Gauteng","cardboard","cardboard","yes","na","na","yes","na","not.working","yes","na","working","yes","yes","na","na","na","yes","yes","yes","na","yes","yes","yes","yes","Sisonke","no","female",10,51
"6093",8.07090608878782,2,1,"shack","Gauteng","cardboard","cardboard","no","priv.borehole","na","na","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Sisonke","no","male",12,28
"6094",5.29831736654804,1,2,"shack","Gauteng","cardboard","cardboard","no","priv.borehole","na","na","na","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Sisonke","no","male",10,22
"6095",6.08906582002035,3,8,"na","Free.State","cardboard","na","no","na","na","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Karoo","no","male",11,34
"6096",5.83373901382671,4,4,"na","Free.State","cardboard","na","no","priv.borehole","bucket","na","na","not.working","na","na","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Karoo","no","male",4,54
"6097",6.01374015179073,2,4,"na","Free.State","cardboard","cardboard","yes","na","bucket","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Karoo","no","male",12,27
"6098",5.68056700304541,3,3,"na","Mpumalanga","cardboard","na","yes","na","na","yes","na","not.working","na","na","not.working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Umgungundlovu","no","female",9,49
"6099",6.10314801774811,2,2,"na","Mpumalanga","cardboard","plastic","yes","priv.borehole","na","na","na","not.working","na","no","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Umgungundlovu","no","male",11,39
"6100",7.50310556615924,1,1,"na","Mpumalanga","cardboard","cardboard","yes","na","na","na","na","not.working","na","no","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Umgungundlovu","no","male",11,36
"6101",5.70882847864775,5,2,"flatlet","Mpumalanga","cardboard","cardboard","yes","priv.borehole","na","yes","yes","not.working","na","na","working","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Umgungundlovu","no","female",7,44
"6102",5.92426978551141,7,6,"flatlet","Mpumalanga","cardboard","cardboard","yes","priv.borehole","na","yes","na","not.working","na","na","no","na","na","na","yes","na","yes","yes","na","yes","yes","yes","na","yes","Umgungundlovu","no","female",12,26
"6103",5.99146454710798,3,3,"na","Mpumalanga","cardboard","na","no","priv.borehole","na","na","na","not.working","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Umgungundlovu","no","female",12,31
"6104",5.81239296986664,7,6,"na","Mpumalanga","mudcement","plastic","yes","priv.borehole","na","na","na","not.working","na","na","no","yes","yes","na","yes","yes","na","yes","yes","na","yes","yes","yes","yes","Umgungundlovu","no","female",3,46
"6105",6.57071702526988,4,3,"na","Mpumalanga","cardboard","na","yes","priv.borehole","na","na","na","not.working","na","na","not.working","na","na","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Umgungundlovu","no","female",11,24
"6106",8.48673398393153,2,5,"backyard.house","Limpopo","rock","na","no","na","na","yes","na","not.working","na","na","working","yes","na","na","na","na","na","na","na","na","yes","na","na","na","Uthungulu","no","male",13,54
"6107",7.3132203870903,2,6,"na","Limpopo","rock","na","no","na","na","yes","na","not.working","na","na","working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","na","Uthungulu","no","male",15,48
"6108",7.12863331021345,3,5,"na","Limpopo","rock","na","no","na","na","yes","na","not.working","na","na","working","na","na","na","na","na","yes","na","na","yes","yes","na","na","na","Uthungulu","no","male",11,48
"6109",8.5910630883573,5,11,"na","Limpopo","rock","na","yes","na","na","yes","na","na","na","na","working","na","na","na","na","na","na","na","na","na","yes","na","na","na","Uthungulu","no","male",17,48
"6110",9.68027173298563,1,6,"semidetached","Limpopo","rock","na","no","na","na","no","no","na","na","na","working","na","na","na","na","na","na","yes","na","na","yes","na","na","na","Uthungulu","no","male",13,61
"6111",7.93772785296462,1,4,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","yes","na","not.working","na","na","yes","yes","na","yes","yes","yes","na","yes","na","na","yes","Mopani","no","male",10,49
"6112",6.07304453410041,5,4,"na","North.West","cardboard","na","yes","priv.borehole","na","yes","na","not.working","na","na","not.working","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Mopani","no","male",9,48
"6113",6.34601851778636,5,4,"na","North.West","cardboard","plastic","yes","priv.borehole","na","yes","na","not.working","na","na","not.working","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Mopani","no","female",6,43
"6114",8.74629818795273,5,4,"na","North.West","cardboard","na","yes","spring","na","na","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",6,46
"6115",7.51753922732361,2,4,"na","North.West","cardboard","na","no","com.borehole","pit.ventilation","na","yes","working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",8,44
"6118",7.70751219460034,2,14,"na","North.West","cardboard","na","yes","na","na","yes","na","na","na","yes","no","na","na","na","na","na","na","na","na","na","na","na","na","na","Mopani","no","male",12,60
"6119",7.27931883541462,1,3,"na","North.West","cardboard","na","no","na","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",8,38
"6120",7.14348597794673,2,3,"na","North.West","na","cardboard","yes","com.borehole","pit.ventilation","na","na","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",6,26
"6121",6.96518523526967,3,4,"na","North.West","cardboard","thatching","yes","na","pit.ventilation","na","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Mopani","no","male",10,29
"6122",6.71285489053512,2,4,"na","North.West","cardboard","na","no","com.borehole","pit.ventilation","yes","yes","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Mopani","no","male",7,42
"6123",6.16146675183731,4,5,"na","North.West","cardboard","na","no","na","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","female",0,46
"6125",7.01879230409856,2,4,"na","North.West","cardboard","na","yes","com.borehole","pit.ventilation","yes","yes","not.working","yes","yes","no","na","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",0,72
"6126",8.46427817430397,3,3,"na","North.West","rock","na","yes","na","na","yes","yes","na","na","yes","no","na","yes","na","yes","na","na","yes","na","na","na","na","na","na","Mopani","no","female",12,55
"6127",8.43109049236283,2,5,"na","North.West","cardboard","plastic","no","na","na","yes","na","na","na","yes","no","na","na","na","yes","na","na","na","na","na","yes","na","yes","yes","Nkangala","no","male",12,28
"6128",6.83442989378156,2,5,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","yes","not.working","yes","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Mopani","no","male",0,43
"6131",6.78529277069726,2,3,"na","North.West","cardboard","na","no","priv.borehole","pit.ventilation","na","yes","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","Nkangala","no","male",0,27
"6132",6.33123139065552,8,7,"flatlet","North.West","cardboard","na","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","na","na","yes","yes","na","na","yes","Ilembe","no","female",3,65
"6133",5.97832334164027,5,2,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","na","yes","yes","Ilembe","no","female",7,36
"6134",7.50348893400228,1,1,"flatlet","North.West","cardboard","cardboard","no","priv.borehole","pit.ventilation","na","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","yes","na","yes","na","yes","Ilembe","no","male",9,50
"6135",6.39692965521615,2,1,"flatlet","North.West","cardboard","cardboard","no","na","pit.ventilation","na","na","not.working","na","yes","no","na","na","yes","yes","na","yes","yes","na","yes","yes","yes","yes","yes","Ilembe","no","male",7,26
"6136",5.36434013339558,4,5,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","yes","yes","yes","Ilembe","no","female",0,54
"6137",6.19846242377722,3,1,"flatlet","North.West","cardboard","cardboard","no","priv.borehole","flush.onsite","na","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Ilembe","no","female",5,26
"6138",6.55047782377083,6,5,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Ilembe","no","female",9,34
"6139",5.85359561268408,3,1,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","flush.onsite","na","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Ilembe","no","female",12,30
"6140",6.83616257350853,1,1,"shack","North.West","cardboard","cardboard","no","priv.borehole","flush.onsite","na","na","not.working","yes","yes","no","na","na","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ilembe","no","male",9,29
"6141",6.82213825967953,3,5,"shack","North.West","cardboard","mudcement","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","not.working","na","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Ilembe","no","male",8,66
"6142",6.88243747099785,2,2,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","flush.onsite","yes","na","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Ilembe","no","male",9,22
"6144",6.17378610390194,3,6,"na","North.West","cardboard","na","yes","priv.borehole","bucket","yes","na","not.working","na","yes","working","na","yes","na","yes","yes","yes","na","yes","na","yes","yes","na","yes","Ilembe","no","female",0,75
"6145",8.59415423255237,1,8,"na","North.West","cardboard","na","yes","priv.borehole","bucket","na","na","not.working","na","yes","working","na","na","na","yes","yes","na","na","na","na","yes","na","na","na","Ilembe","no","male",13,25
"6147",7.05935096768691,5,7,"na","North.West","cardboard","na","yes","priv.borehole","bucket","yes","na","not.working","na","yes","working","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Ilembe","no","female",7,72
"6148",7.33953769540767,5,6,"na","North.West","cardboard","na","yes","priv.borehole","bucket","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","male",8,33
"6149",8.46589989702869,1,6,"na","North.West","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","female",7,57
"6150",5.85807596655096,1,4,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","working","na","na","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Ilembe","no","male",8,57
"6151",6.48218243722313,2,2,"na","North.West","na","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Ilembe","no","female",0,87
"6152",7.24470361597726,5,6,"na","North.West","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","na","yes","yes","na","na","na","yes","yes","na","yes","Ilembe","no","female",0,69
"6153",7.16239749735572,3,5,"flatlet","North.West","cardboard","cardboard","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Ilembe","no","female",12,67
"6154",6.08911601139806,3,3,"na","North.West","cardboard","cardboard","yes","public","pit.ventilation","yes","na","not.working","na","yes","no","na","na","yes","yes","na","yes","yes","yes","na","yes","yes","yes","yes","Ilembe","no","male",12,26
"6155",5.87554869886868,13,4,"na","North.West","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Ilembe","no","male",7,56
"6156",5.82894561761021,7,4,"na","North.West","cardboard","brick","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Nkangala","no","male",0,52
"6159",5.92663149475313,3,3,"hut","Limpopo","cardboard","na","yes","na","na","na","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","male",7,46
"6161",5.50376912271499,6,5,"hut","Limpopo","mudcement","mudcement","yes","com.borehole","bucket","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",0,55
"6167",4.59259140378123,8,-3,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Amajuba","no","female",3,38
"6170",4.68955262205755,5,6,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","no","na","yes","yes","yes","na","yes","Amajuba","no","female",0,40
"6171",5.41164605185504,5,6,"hut","Limpopo","cardboard","na","yes","rain.tank","flush.offsite","no","na","not.working","na","yes","no","yes","na","yes","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",0,53
"6173",4.21459363024052,5,4,"hut","Limpopo","mudcement","brick","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Amajuba","no","female",0,56
"6175",8.10538727082589,2,6,"semidetached","Gauteng","rock","na","yes","na","na","yes","yes","not.working","na","na","working","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","na","Sisonke","no","female",10,54
"6176",5.7037824746562,2,1,"na","Mpumalanga","cardboard","plastic","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","na","yes","na","na","yes","yes","na","yes","Umzinyathi","no","male",13,24
"6179",5.29831736654804,2,4,"na","Mpumalanga","cardboard","plastic","yes","tanker","pit.ventilation","yes","na","not.working","na","na","no","na","na","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Umzinyathi","no","male",12,21
"6180",6.60685757424982,3,2,"hut","Mpumalanga","cardboard","brick","yes","com.borehole","pit.ventilation","yes","na","not.working","na","no","no","na","na","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Umzinyathi","no","male",11,33
"6181",6.22125257646784,5,3,"na","Mpumalanga","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","na","working","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Umzinyathi","no","male",11,30
"6182",5.80914299031403,3,2,"hut","Mpumalanga","plastic","brick","yes","com.borehole","pit.ventilation","yes","na","not.working","yes","na","no","na","na","na","yes","na","yes","yes","yes","na","yes","na","na","yes","Umzinyathi","no","female",11,29
"6184",5.61909183228619,9,3,"na","Mpumalanga","cardboard","na","yes","tanker","pit.ventilation","yes","na","working","na","yes","no","na","yes","na","yes","yes","yes","na","na","na","yes","yes","na","yes","Umzinyathi","no","male",5,75
"6185",6.75304888922116,3,6,"na","Mpumalanga","cardboard","na","yes","na","chemical","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Umzinyathi","no","female",0,73
"6186",5.73657229747919,4,6,"na","Mpumalanga","cardboard","plastic","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Umzinyathi","no","female",5,45
"6187",5.84611273067187,4,2,"na","Mpumalanga","cardboard","na","yes","com.borehole","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Umzinyathi","no","female",0,90
"6188",6.39495219677603,2,2,"na","Mpumalanga","cardboard","na","yes","tanker","chemical","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Umzinyathi","no","female",0,46
"6189",5.36006750363152,5,2,"hut","Mpumalanga","cardboard","plastic","yes","tanker","chemical","yes","no","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","yes","yes","yes","na","yes","Umzinyathi","no","male",0,72
"6190",6.81575045403647,6,6,"na","Mpumalanga","cardboard","na","yes","na","chemical","yes","na","not.working","na","yes","no","na","na","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Umzinyathi","no","female",7,43
"6191",5.20675017302255,4,2,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Amajuba","no","female",6,42
"6192",6.28964094443626,4,5,"backyard.shack","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","na","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","male",0,81
"6193",6.0591231955818,5,5,"na","Limpopo","cardboard","plastic","yes","priv.borehole","pit.ventilation","yes","na","working","na","yes","no","na","na","yes","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","male",0,75
"6194",5.88146365189365,6,8,"na","Limpopo","cardboard","na","yes","com.borehole","chemical","yes","no","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","male",6,67
"6195",7.46164039220858,1,4,"semidetached","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","no","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Amajuba","no","female",0,83
"6197",5.67846466667191,4,4,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",0,76
"6198",6.56458196835689,5,3,"backyard.shack","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","yes","na","yes","yes","na","yes","Amajuba","no","male",4,73
"6200",5.83629598236652,4,3,"na","Limpopo","cardboard","plastic","yes","rain.tank","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","male",4,64
"6201",6.79168947226742,2,4,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","male",7,41
"6202",5.59842195899838,3,3,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",9,43
"6203",5.39387997808964,6,3,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","na","na","yes","yes","yes","na","na","yes","yes","na","na","yes","Amajuba","no","female",11,34
"6204",6.07917012752709,3,4,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Amajuba","no","female",0,55
"6205",6.52941883826223,2,5,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","female",0,69
"6206",5.99769509685862,4,5,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","male",5,60
"6207",6.03033786685049,3,4,"backyard.shack","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","yes","yes","no","na","yes","na","yes","yes","yes","yes","na","yes","yes","yes","na","yes","Amajuba","no","male",4,47
"6208",5.57025108203168,4,5,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","na","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","female",7,40
"6210",5.61677109766657,2,4,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Amajuba","no","female",4,46
"6211",6.50727771238501,2,4,"na","Limpopo","cardboard","na","no","priv.borehole","pit.ventilation","yes","no","not.working","na","no","no","na","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","Amajuba","no","female",0,71
"6212",6.77992190747225,3,5,"na","Limpopo","cardboard","na","yes","com.borehole","chemical","yes","na","not.working","na","yes","no","na","yes","yes","yes","yes","yes","yes","na","na","yes","yes","na","yes","Amajuba","no","female",0,66
"6214",5.62446371243113,2,4,"na","Limpopo","cardboard","na","yes","priv.borehole","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",11,24
"6215",6.17660920550676,7,6,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,56
"6216",5.5657967316823,15,5,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","yes","not.working","na","yes","no","yes","na","na","yes","na","yes","yes","na","na","yes","na","na","yes","Sekhukhune Cross Boundary","no","male",0,59
"6217",6.0241922696535,5,6,"na","Limpopo","cardboard","na","yes","na","chemical","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","na","yes","Sekhukhune Cross Boundary","no","female",0,67
"6218",6.07304453410041,5,3,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","na","working","na","yes","not.working","yes","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","male",0,59
"6219",5.40640812995665,6,3,"hut","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,81
"6220",5.53141124871541,8,3,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","yes","not.working","na","yes","no","na","na","na","yes","yes","yes","yes","na","yes","yes","na","yes","yes","Sekhukhune Cross Boundary","no","female",0,63
"6221",6.4786729518255,2,6,"na","Limpopo","cardboard","na","yes","com.borehole","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,76
"6222",4.93264559907708,4,5,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","yes","na","na","yes","na","yes","Sekhukhune Cross Boundary","no","female",12,22
"6223",6.2126661098157,9,12,"na","Limpopo","rock","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","na","na","na","na","yes","yes","na","na","na","na","na","na","Sekhukhune Cross Boundary","no","male",7,59
"6226",7.78534964458415,1,-3,"na","Limpopo","cardboard","na","yes","na","chemical","yes","yes","not.working","na","yes","no","yes","yes","yes","yes","yes","yes","yes","na","na","yes","yes","yes","yes","Bohlabela","no","female",12,38
"6227",5.39218718957901,5,3,"na","Limpopo","cardboard","na","yes","na","pit.ventilation","yes","na","not.working","na","yes","no","na","yes","na","yes","yes","yes","yes","na","na","yes","na","na","yes","Sekhukhune Cross Boundary","no","female",0,62
"6228",5.02652555727026,12,3,"na","Limpopo","cardboard","na","yes","priv.borehole","pit.ventilation","yes","na","not.working","na","yes","no","yes","yes","na","yes","yes","yes","yes","na","yes","yes","yes","yes","yes","Sekhukhune Cross Boundary","no","female",0,55
